app,query_id,cluster_id,issue_key,n_rel,n_cross_rel,is_cross_query,has_anchor,matched_views,retrieved_total,retrieved_in_pool,first_cross_rank,maxk_dump,top_retrieved_50,top_retrieved_inpool_50,top_retrieved_maxk,top_retrieved_inpool_maxk
Slife,10010000010416,Slife__C0,gps_track.gps.cannot_or_fail,1,0,0,1,21,160,160,,100,10010000010886|10010000010890|10010000011550|10010000011229|10010000010452|10010000010556|10010000010155|10010000011152|10010000010834|10010000011651|10010000010353|10010000010261|10010000011408|10010000011302|10010000010769|10010000010312|10010000011138|10010000010237|10010000011076|10010000011432|10010000011103|10010000010999|10010000011274|10010000010311|10010000007425|10010000010754|10010000010838|10010000011035|10010000010750|10010000010380|10010000010949|10010000010417|10010000010259|10010000011180|10010000011630|10010000010352|10010000010582|10010000010607|10010000011128|10010000011471|10010000011593|10010000011680|10010000011767|10010000011092|10010000011728|10010000011038|10010000010877|10010000011068|10010000011301|10010000010182,10010000010886|10010000010890|10010000011550|10010000011229|10010000010452|10010000010556|10010000010155|10010000011152|10010000010834|10010000011651|10010000010353|10010000010261|10010000011408|10010000011302|10010000010769|10010000010312|10010000011138|10010000010237|10010000011076|10010000011432|10010000011103|10010000010999|10010000011274|10010000010311|10010000007425|10010000010754|10010000010838|10010000011035|10010000010750|10010000010380|10010000010949|10010000010417|10010000010259|10010000011180|10010000011630|10010000010352|10010000010582|10010000010607|10010000011128|10010000011471|10010000011593|10010000011680|10010000011767|10010000011092|10010000011728|10010000011038|10010000010877|10010000011068|10010000011301|10010000010182,10010000010886|10010000010890|10010000011550|10010000011229|10010000010452|10010000010556|10010000010155|10010000011152|10010000010834|10010000011651|10010000010353|10010000010261|10010000011408|10010000011302|10010000010769|10010000010312|10010000011138|10010000010237|10010000011076|10010000011432|10010000011103|10010000010999|10010000011274|10010000010311|10010000007425|10010000010754|10010000010838|10010000011035|10010000010750|10010000010380|10010000010949|10010000010417|10010000010259|10010000011180|10010000011630|10010000010352|10010000010582|10010000010607|10010000011128|10010000011471|10010000011593|10010000011680|10010000011767|10010000011092|10010000011728|10010000011038|10010000010877|10010000011068|10010000011301|10010000010182|10010000010560|10010000010837|10010000011113|10010000010796|10010000011585|10010000011488|10010000010755|10010000011245|10010000011223|10010000010512|10010000007433|10010000010009|10010000010426|10010000011561|10010000011153|10010000010655|10010000010801|10010000011114|10010000011470|10010000011318|10010000010851|10010000011440|10010000011400|10010000010861|10010000011075|10010000011620|10010000007539|10010000011209|10010000011531|10010000007541|10010000010057|10010000010340|10010000010629|10010000010869|10010000011426|10010000011428|10010000011457|10010000011513|10010000011725|10010000011295|10010000010888|10010000011193|10010000011768|10010000007507|10010000010481|10010000010961|10010000011784|10010000010375|10010000007562|10010000011759,10010000010886|10010000010890|10010000011550|10010000011229|10010000010452|10010000010556|10010000010155|10010000011152|10010000010834|10010000011651|10010000010353|10010000010261|10010000011408|10010000011302|10010000010769|10010000010312|10010000011138|10010000010237|10010000011076|10010000011432|10010000011103|10010000010999|10010000011274|10010000010311|10010000007425|10010000010754|10010000010838|10010000011035|10010000010750|10010000010380|10010000010949|10010000010417|10010000010259|10010000011180|10010000011630|10010000010352|10010000010582|10010000010607|10010000011128|10010000011471|10010000011593|10010000011680|10010000011767|10010000011092|10010000011728|10010000011038|10010000010877|10010000011068|10010000011301|10010000010182|10010000010560|10010000010837|10010000011113|10010000010796|10010000011585|10010000011488|10010000010755|10010000011245|10010000011223|10010000010512|10010000007433|10010000010009|10010000010426|10010000011561|10010000011153|10010000010655|10010000010801|10010000011114|10010000011470|10010000011318|10010000010851|10010000011440|10010000011400|10010000010861|10010000011075|10010000011620|10010000007539|10010000011209|10010000011531|10010000007541|10010000010057|10010000010340|10010000010629|10010000010869|10010000011426|10010000011428|10010000011457|10010000011513|10010000011725|10010000011295|10010000010888|10010000011193|10010000011768|10010000007507|10010000010481|10010000010961|10010000011784|10010000010375|10010000007562|10010000011759
Slife,10010000011787,Slife__C0,gps_track.gps.cannot_or_fail,1,0,0,1,6,0,0,,100,,,,
Slife,10010000010056,Slife__C2,gps_track.gps.other,12,12,1,1,2,0,0,,100,,,,
Slife,10010000010236,Slife__C0,gps_track.gps.other,12,7,1,1,1,0,0,,100,,,,
Slife,10010000010249,Slife__C9,gps_track.gps.other,12,11,1,1,2,0,0,,100,,,,
Slife,10010000010538,Slife__C10,gps_track.gps.other,12,12,1,1,6,2,2,1,100,10010000011235|10010000011374,10010000011235|10010000011374,10010000011235|10010000011374,10010000011235|10010000011374
Slife,10010000010675,Slife__C0,gps_track.gps.other,12,7,1,1,2,0,0,,100,,,,
Slife,10010000010687,Slife__C0,gps_track.gps.other,12,7,1,1,14,160,160,4,100,10010000010937|10010000010793|10010000010557|10010000011468|10010000010556|10010000010897|10010000010940|10010000011218|10010000010719|10010000010923|10010000011029|10010000010258|10010000010997|10010000010796|10010000010878|10010000010452|10010000010544|10010000010335|10010000010942|10010000011207|10010000011152|10010000010861|10010000011016|10010000011114|10010000010577|10010000011068|10010000010886|10010000010867|10010000011452|10010000011315|10010000010182|10010000011370|10010000011600|10010000011113|10010000011071|10010000010357|10010000010373|10010000010437|10010000010888|10010000011065|10010000011103|10010000011236|10010000011285|10010000011434|10010000011442|10010000011542|10010000011630|10010000011659|10010000010877|10010000011651,10010000010937|10010000010793|10010000010557|10010000011468|10010000010556|10010000010897|10010000010940|10010000011218|10010000010719|10010000010923|10010000011029|10010000010258|10010000010997|10010000010796|10010000010878|10010000010452|10010000010544|10010000010335|10010000010942|10010000011207|10010000011152|10010000010861|10010000011016|10010000011114|10010000010577|10010000011068|10010000010886|10010000010867|10010000011452|10010000011315|10010000010182|10010000011370|10010000011600|10010000011113|10010000011071|10010000010357|10010000010373|10010000010437|10010000010888|10010000011065|10010000011103|10010000011236|10010000011285|10010000011434|10010000011442|10010000011542|10010000011630|10010000011659|10010000010877|10010000011651,10010000010937|10010000010793|10010000010557|10010000011468|10010000010556|10010000010897|10010000010940|10010000011218|10010000010719|10010000010923|10010000011029|10010000010258|10010000010997|10010000010796|10010000010878|10010000010452|10010000010544|10010000010335|10010000010942|10010000011207|10010000011152|10010000010861|10010000011016|10010000011114|10010000010577|10010000011068|10010000010886|10010000010867|10010000011452|10010000011315|10010000010182|10010000011370|10010000011600|10010000011113|10010000011071|10010000010357|10010000010373|10010000010437|10010000010888|10010000011065|10010000011103|10010000011236|10010000011285|10010000011434|10010000011442|10010000011542|10010000011630|10010000011659|10010000010877|10010000011651|10010000007507|10010000010961|10010000011728|10010000010949|10010000010754|10010000011076|10010000011784|10010000011038|10010000007504|10010000010311|10010000011301|10010000011193|10010000010155|10010000010834|10010000010837|10010000011138|10010000011229|10010000010750|10010000011092|10010000007425|10010000010259|10010000011035|10010000011180|10010000011153|10010000010426|10010000011561|10010000011223|10010000010554|10010000010154|10010000011251|10010000010560|10010000011488|10010000010009|10010000010755|10010000011768|10010000010057|10010000010212|10010000010629|10010000010683|10010000010848|10010000010869|10010000011075|10010000011128|10010000011177|10010000011318|10010000011346|10010000011400|10010000011428|10010000011457|10010000010481,10010000010937|10010000010793|10010000010557|10010000011468|10010000010556|10010000010897|10010000010940|10010000011218|10010000010719|10010000010923|10010000011029|10010000010258|10010000010997|10010000010796|10010000010878|10010000010452|10010000010544|10010000010335|10010000010942|10010000011207|10010000011152|10010000010861|10010000011016|10010000011114|10010000010577|10010000011068|10010000010886|10010000010867|10010000011452|10010000011315|10010000010182|10010000011370|10010000011600|10010000011113|10010000011071|10010000010357|10010000010373|10010000010437|10010000010888|10010000011065|10010000011103|10010000011236|10010000011285|10010000011434|10010000011442|10010000011542|10010000011630|10010000011659|10010000010877|10010000011651|10010000007507|10010000010961|10010000011728|10010000010949|10010000010754|10010000011076|10010000011784|10010000011038|10010000007504|10010000010311|10010000011301|10010000011193|10010000010155|10010000010834|10010000010837|10010000011138|10010000011229|10010000010750|10010000011092|10010000007425|10010000010259|10010000011035|10010000011180|10010000011153|10010000010426|10010000011561|10010000011223|10010000010554|10010000010154|10010000011251|10010000010560|10010000011488|10010000010009|10010000010755|10010000011768|10010000010057|10010000010212|10010000010629|10010000010683|10010000010848|10010000010869|10010000011075|10010000011128|10010000011177|10010000011318|10010000011346|10010000011400|10010000011428|10010000011457|10010000010481
Slife,10010000010886,Slife__C0,gps_track.gps.other,12,7,1,1,58,160,160,45,100,10010000010452|10010000010556|10010000010155|10010000011152|10010000010834|10010000011651|10010000011229|10010000011550|10010000010890|10010000010416|10010000010261|10010000011302|10010000010353|10010000010923|10010000011408|10010000011274|10010000011038|10010000011452|10010000010312|10010000010237|10010000010769|10010000011138|10010000011103|10010000010999|10010000010796|10010000010877|10010000011076|10010000011471|10010000010182|10010000010259|10010000011630|10010000010352|10010000010582|10010000010607|10010000011128|10010000011593|10010000011680|10010000011767|10010000011370|10010000011542|10010000010754|10010000011193|10010000010750|10010000011432|10010000011468|10010000010837|10010000011768|10010000007507|10010000010311|10010000010481,10010000010452|10010000010556|10010000010155|10010000011152|10010000010834|10010000011651|10010000011229|10010000011550|10010000010890|10010000010416|10010000010261|10010000011302|10010000010353|10010000010923|10010000011408|10010000011274|10010000011038|10010000011452|10010000010312|10010000010237|10010000010769|10010000011138|10010000011103|10010000010999|10010000010796|10010000010877|10010000011076|10010000011471|10010000010182|10010000010259|10010000011630|10010000010352|10010000010582|10010000010607|10010000011128|10010000011593|10010000011680|10010000011767|10010000011370|10010000011542|10010000010754|10010000011193|10010000010750|10010000011432|10010000011468|10010000010837|10010000011768|10010000007507|10010000010311|10010000010481,10010000010452|10010000010556|10010000010155|10010000011152|10010000010834|10010000011651|10010000011229|10010000011550|10010000010890|10010000010416|10010000010261|10010000011302|10010000010353|10010000010923|10010000011408|10010000011274|10010000011038|10010000011452|10010000010312|10010000010237|10010000010769|10010000011138|10010000011103|10010000010999|10010000010796|10010000010877|10010000011076|10010000011471|10010000010182|10010000010259|10010000011630|10010000010352|10010000010582|10010000010607|10010000011128|10010000011593|10010000011680|10010000011767|10010000011370|10010000011542|10010000010754|10010000011193|10010000010750|10010000011432|10010000011468|10010000010837|10010000011768|10010000007507|10010000010311|10010000010481|10010000010961|10010000011068|10010000011295|10010000011301|10010000011585|10010000011728|10010000011784|10010000011113|10010000010265|10010000011315|10010000010793|10010000010897|10010000010838|10010000011094|10010000007709|10010000011600|10010000010380|10010000010949|10010000010417|10010000011591|10010000007425|10010000011035|10010000011180|10010000010719|10010000010693|10010000010878|10010000011071|10010000011507|10010000010009|10010000007504|10010000010258|10010000011285|10010000011524|10010000011444|10010000010521|10010000007472|10010000011223|10010000007495|10010000011678|10010000007712|10010000007713|10010000007714|10010000007718|10010000010151|10010000010357|10010000010373|10010000010437|10010000010867|10010000010888|10010000011065,10010000010452|10010000010556|10010000010155|10010000011152|10010000010834|10010000011651|10010000011229|10010000011550|10010000010890|10010000010416|10010000010261|10010000011302|10010000010353|10010000010923|10010000011408|10010000011274|10010000011038|10010000011452|10010000010312|10010000010237|10010000010769|10010000011138|10010000011103|10010000010999|10010000010796|10010000010877|10010000011076|10010000011471|10010000010182|10010000010259|10010000011630|10010000010352|10010000010582|10010000010607|10010000011128|10010000011593|10010000011680|10010000011767|10010000011370|10010000011542|10010000010754|10010000011193|10010000010750|10010000011432|10010000011468|10010000010837|10010000011768|10010000007507|10010000010311|10010000010481|10010000010961|10010000011068|10010000011295|10010000011301|10010000011585|10010000011728|10010000011784|10010000011113|10010000010265|10010000011315|10010000010793|10010000010897|10010000010838|10010000011094|10010000007709|10010000011600|10010000010380|10010000010949|10010000010417|10010000011591|10010000007425|10010000011035|10010000011180|10010000010719|10010000010693|10010000010878|10010000011071|10010000011507|10010000010009|10010000007504|10010000010258|10010000011285|10010000011524|10010000011444|10010000010521|10010000007472|10010000011223|10010000007495|10010000011678|10010000007712|10010000007713|10010000007714|10010000007718|10010000010151|10010000010357|10010000010373|10010000010437|10010000010867|10010000010888|10010000011065
Slife,10010000010893,Slife__C9,gps_track.gps.other,12,11,1,1,1,0,0,,100,,,,
Slife,10010000011019,Slife__C0,gps_track.gps.other,12,7,1,1,10,1,1,,100,10010000010633,10010000010633,10010000010633,10010000010633
Slife,10010000011235,Slife__C3,gps_track.gps.other,12,11,1,1,6,2,2,2,100,10010000011374|10010000010538,10010000011374|10010000010538,10010000011374|10010000010538,10010000011374|10010000010538
Slife,10010000011258,Slife__C0,gps_track.gps.other,12,7,1,1,2,0,0,,100,,,,
Slife,10010000011468,Slife__C3,gps_track.gps.other,12,11,1,1,13,160,160,6,100,10010000010793|10010000010897|10010000010719|10010000010937|10010000010556|10010000010687|10010000010923|10010000011207|10010000010796|10010000010557|10010000010878|10010000010940|10010000011651|10010000010452|10010000011068|10010000011218|10010000010877|10010000010258|10010000007507|10010000010942|10010000011152|10010000011038|10010000011728|10010000011029|10010000010335|10010000010886|10010000011071|10010000011452|10010000010311|10010000011301|10010000010544|10010000011236|10010000011065|10010000011113|10010000011768|10010000011315|10010000010867|10010000010182|10010000011285|10010000010437|10010000007504|10010000011370|10010000011434|10010000011784|10010000010357|10010000010373|10010000010888|10010000011103|10010000011442|10010000011542,10010000010793|10010000010897|10010000010719|10010000010937|10010000010556|10010000010687|10010000010923|10010000011207|10010000010796|10010000010557|10010000010878|10010000010940|10010000011651|10010000010452|10010000011068|10010000011218|10010000010877|10010000010258|10010000007507|10010000010942|10010000011152|10010000011038|10010000011728|10010000011029|10010000010335|10010000010886|10010000011071|10010000011452|10010000010311|10010000011301|10010000010544|10010000011236|10010000011065|10010000011113|10010000011768|10010000011315|10010000010867|10010000010182|10010000011285|10010000010437|10010000007504|10010000011370|10010000011434|10010000011784|10010000010357|10010000010373|10010000010888|10010000011103|10010000011442|10010000011542,10010000010793|10010000010897|10010000010719|10010000010937|10010000010556|10010000010687|10010000010923|10010000011207|10010000010796|10010000010557|10010000010878|10010000010940|10010000011651|10010000010452|10010000011068|10010000011218|10010000010877|10010000010258|10010000007507|10010000010942|10010000011152|10010000011038|10010000011728|10010000011029|10010000010335|10010000010886|10010000011071|10010000011452|10010000010311|10010000011301|10010000010544|10010000011236|10010000011065|10010000011113|10010000011768|10010000011315|10010000010867|10010000010182|10010000011285|10010000010437|10010000007504|10010000011370|10010000011434|10010000011784|10010000010357|10010000010373|10010000010888|10010000011103|10010000011442|10010000011542|10010000011600|10010000011630|10010000011659|10010000010155|10010000010834|10010000011229|10010000010861|10010000010481|10010000011114|10010000011193|10010000010949|10010000011076|10010000010754|10010000010750|10010000011035|10010000011585|10010000011016|10010000010577|10010000010259|10010000011295|10010000007425|10010000011180|10010000010961|10010000010837|10010000011138|10010000010997|10010000010554|10010000011428|10010000010154|10010000010755|10010000010560|10010000010869|10010000011153|10010000011488|10010000010212|10010000011457|10010000011223|10010000010009|10010000010426|10010000011561|10010000011318|10010000011251|10010000011075|10010000011092|10010000010057|10010000010629|10010000010683|10010000010848|10010000011128|10010000011177,10010000010793|10010000010897|10010000010719|10010000010937|10010000010556|10010000010687|10010000010923|10010000011207|10010000010796|10010000010557|10010000010878|10010000010940|10010000011651|10010000010452|10010000011068|10010000011218|10010000010877|10010000010258|10010000007507|10010000010942|10010000011152|10010000011038|10010000011728|10010000011029|10010000010335|10010000010886|10010000011071|10010000011452|10010000010311|10010000011301|10010000010544|10010000011236|10010000011065|10010000011113|10010000011768|10010000011315|10010000010867|10010000010182|10010000011285|10010000010437|10010000007504|10010000011370|10010000011434|10010000011784|10010000010357|10010000010373|10010000010888|10010000011103|10010000011442|10010000011542|10010000011600|10010000011630|10010000011659|10010000010155|10010000010834|10010000011229|10010000010861|10010000010481|10010000011114|10010000011193|10010000010949|10010000011076|10010000010754|10010000010750|10010000011035|10010000011585|10010000011016|10010000010577|10010000010259|10010000011295|10010000007425|10010000011180|10010000010961|10010000010837|10010000011138|10010000010997|10010000010554|10010000011428|10010000010154|10010000010755|10010000010560|10010000010869|10010000011153|10010000011488|10010000010212|10010000011457|10010000011223|10010000010009|10010000010426|10010000011561|10010000011318|10010000011251|10010000011075|10010000011092|10010000010057|10010000010629|10010000010683|10010000010848|10010000011128|10010000011177
Slife,10010000011703,Slife__C4,gps_track.gps.other,12,12,1,1,2,0,0,,100,,,,
Slife,10010000010633,Slife__C0,gps_track.list_item.other,1,0,0,1,10,1,1,,100,10010000011019,10010000011019,10010000011019,10010000011019
Slife,10010000011374,Slife__C0,gps_track.list_item.other,1,0,0,1,6,2,2,,100,10010000011235|10010000010538,10010000011235|10010000010538,10010000011235|10010000010538,10010000011235|10010000010538
Slife,10010000010619,Slife__C2,login.button_icon.other,2,2,1,1,15,160,160,81,100,10010000007656|10010000010149|10010000007808|10010000010525|10010000007785|10010000010452|10010000010662|10010000011370|10010000007628|10010000007432|10010000007495|10010000007559|10010000007686|10010000007709|10010000010571|10010000011437|10010000007433|10010000007714|10010000011141|10010000007657|10010000007524|10010000010500|10010000007555|10010000007558|10010000007470|10010000007557|10010000007712|10010000007472|10010000007520|10010000007562|10010000007713|10010000007718|10010000011542|10010000010375|10010000010943|10010000007765|10010000010863|10010000011600|10010000011330|10010000010163|10010000010346|10010000011714|10010000010556|10010000007579|10010000007446|10010000011152|10010000011660|10010000010672|10010000010259|10010000010521,10010000007656|10010000010149|10010000007808|10010000010525|10010000007785|10010000010452|10010000010662|10010000011370|10010000007628|10010000007432|10010000007495|10010000007559|10010000007686|10010000007709|10010000010571|10010000011437|10010000007433|10010000007714|10010000011141|10010000007657|10010000007524|10010000010500|10010000007555|10010000007558|10010000007470|10010000007557|10010000007712|10010000007472|10010000007520|10010000007562|10010000007713|10010000007718|10010000011542|10010000010375|10010000010943|10010000007765|10010000010863|10010000011600|10010000011330|10010000010163|10010000010346|10010000011714|10010000010556|10010000007579|10010000007446|10010000011152|10010000011660|10010000010672|10010000010259|10010000010521,10010000007656|10010000010149|10010000007808|10010000010525|10010000007785|10010000010452|10010000010662|10010000011370|10010000007628|10010000007432|10010000007495|10010000007559|10010000007686|10010000007709|10010000010571|10010000011437|10010000007433|10010000007714|10010000011141|10010000007657|10010000007524|10010000010500|10010000007555|10010000007558|10010000007470|10010000007557|10010000007712|10010000007472|10010000007520|10010000007562|10010000007713|10010000007718|10010000011542|10010000010375|10010000010943|10010000007765|10010000010863|10010000011600|10010000011330|10010000010163|10010000010346|10010000011714|10010000010556|10010000007579|10010000007446|10010000011152|10010000011660|10010000010672|10010000010259|10010000010521|10010000011146|10010000007682|10010000007556|10010000010197|10010000009870|10010000010670|10010000010888|10010000011630|10010000010091|10010000010139|10010000010203|10010000010289|10010000010970|10010000010158|10010000010437|10010000007547|10010000010867|10010000011103|10010000011452|10010000011065|10010000011113|10010000007428|10010000010902|10010000007757|10010000010182|10010000007542|10010000007781|10010000010837|10010000007537|10010000011434|10010000011701|10010000010357|10010000011236|10010000010258|10010000010373|10010000011285|10010000007769|10010000011229|10010000011678|10010000011071|10010000011315|10010000011442|10010000011659|10010000010834|10010000011353|10010000011609|10010000011426|10010000011422|10010000010155|10010000010886,10010000007656|10010000010149|10010000007808|10010000010525|10010000007785|10010000010452|10010000010662|10010000011370|10010000007628|10010000007432|10010000007495|10010000007559|10010000007686|10010000007709|10010000010571|10010000011437|10010000007433|10010000007714|10010000011141|10010000007657|10010000007524|10010000010500|10010000007555|10010000007558|10010000007470|10010000007557|10010000007712|10010000007472|10010000007520|10010000007562|10010000007713|10010000007718|10010000011542|10010000010375|10010000010943|10010000007765|10010000010863|10010000011600|10010000011330|10010000010163|10010000010346|10010000011714|10010000010556|10010000007579|10010000007446|10010000011152|10010000011660|10010000010672|10010000010259|10010000010521|10010000011146|10010000007682|10010000007556|10010000010197|10010000009870|10010000010670|10010000010888|10010000011630|10010000010091|10010000010139|10010000010203|10010000010289|10010000010970|10010000010158|10010000010437|10010000007547|10010000010867|10010000011103|10010000011452|10010000011065|10010000011113|10010000007428|10010000010902|10010000007757|10010000010182|10010000007542|10010000007781|10010000010837|10010000007537|10010000011434|10010000011701|10010000010357|10010000011236|10010000010258|10010000010373|10010000011285|10010000007769|10010000011229|10010000011678|10010000011071|10010000011315|10010000011442|10010000011659|10010000010834|10010000011353|10010000011609|10010000011426|10010000011422|10010000010155|10010000010886
Slife,10010000011381,Slife__C0,login.button_icon.other,2,1,1,1,33,160,160,60,100,10010000011370|10010000011701|10010000011360|10010000010867|10010000010437|10010000011315|10010000011452|10010000010182|10010000010556|10010000011630|10010000011065|10010000010357|10010000011152|10010000010888|10010000011103|10010000011600|10010000011442|10010000011236|10010000011113|10010000011285|10010000011542|10010000010258|10010000010373|10010000011071|10010000011434|10010000011659|10010000010452|10010000010149|10010000007808|10010000007432|10010000011437|10010000007628|10010000010525|10010000007656|10010000011476|10010000010662|10010000007433|10010000011180|10010000010261|10010000011426|10010000011759|10010000011035|10010000010340|10010000010477|10010000011346|10010000011363|10010000007539|10010000011378|10010000011484|10010000011245,10010000011370|10010000011701|10010000011360|10010000010867|10010000010437|10010000011315|10010000011452|10010000010182|10010000010556|10010000011630|10010000011065|10010000010357|10010000011152|10010000010888|10010000011103|10010000011600|10010000011442|10010000011236|10010000011113|10010000011285|10010000011542|10010000010258|10010000010373|10010000011071|10010000011434|10010000011659|10010000010452|10010000010149|10010000007808|10010000007432|10010000011437|10010000007628|10010000010525|10010000007656|10010000011476|10010000010662|10010000007433|10010000011180|10010000010261|10010000011426|10010000011759|10010000011035|10010000010340|10010000010477|10010000011346|10010000011363|10010000007539|10010000011378|10010000011484|10010000011245,10010000011370|10010000011701|10010000011360|10010000010867|10010000010437|10010000011315|10010000011452|10010000010182|10010000010556|10010000011630|10010000011065|10010000010357|10010000011152|10010000010888|10010000011103|10010000011600|10010000011442|10010000011236|10010000011113|10010000011285|10010000011542|10010000010258|10010000010373|10010000011071|10010000011434|10010000011659|10010000010452|10010000010149|10010000007808|10010000007432|10010000011437|10010000007628|10010000010525|10010000007656|10010000011476|10010000010662|10010000007433|10010000011180|10010000010261|10010000011426|10010000011759|10010000011035|10010000010340|10010000010477|10010000011346|10010000011363|10010000007539|10010000011378|10010000011484|10010000011245|10010000011559|10010000011123|10010000010711|10010000011016|10010000009948|10010000010985|10010000011053|10010000011250|10010000011523|10010000010619|10010000010609|10010000011105|10010000011575|10010000011268|10010000011409|10010000011017|10010000011449|10010000007785|10010000010943|10010000007686|10010000007765|10010000007495|10010000007559|10010000010863|10010000010598|10010000011031|10010000011415|10010000010918|10010000011129|10010000011431|10010000011076|10010000010420|10010000010267|10010000010754|10010000010949|10010000010571|10010000010837|10010000010886|10010000009870|10010000010455|10010000007547|10010000010640|10010000011714|10010000007425|10010000010163|10010000007579|10010000011330|10010000010346|10010000011146|10010000007682,10010000011370|10010000011701|10010000011360|10010000010867|10010000010437|10010000011315|10010000011452|10010000010182|10010000010556|10010000011630|10010000011065|10010000010357|10010000011152|10010000010888|10010000011103|10010000011600|10010000011442|10010000011236|10010000011113|10010000011285|10010000011542|10010000010258|10010000010373|10010000011071|10010000011434|10010000011659|10010000010452|10010000010149|10010000007808|10010000007432|10010000011437|10010000007628|10010000010525|10010000007656|10010000011476|10010000010662|10010000007433|10010000011180|10010000010261|10010000011426|10010000011759|10010000011035|10010000010340|10010000010477|10010000011346|10010000011363|10010000007539|10010000011378|10010000011484|10010000011245|10010000011559|10010000011123|10010000010711|10010000011016|10010000009948|10010000010985|10010000011053|10010000011250|10010000011523|10010000010619|10010000010609|10010000011105|10010000011575|10010000011268|10010000011409|10010000011017|10010000011449|10010000007785|10010000010943|10010000007686|10010000007765|10010000007495|10010000007559|10010000010863|10010000010598|10010000011031|10010000011415|10010000010918|10010000011129|10010000011431|10010000011076|10010000010420|10010000010267|10010000010754|10010000010949|10010000010571|10010000010837|10010000010886|10010000009870|10010000010455|10010000007547|10010000010640|10010000011714|10010000007425|10010000010163|10010000007579|10010000011330|10010000010346|10010000011146|10010000007682
Slife,10010000011701,Slife__C0,login.button_icon.other,2,1,1,1,33,160,160,57,100,10010000011370|10010000011381|10010000010867|10010000011360|10010000010437|10010000010182|10010000011452|10010000011315|10010000011600|10010000011236|10010000011103|10010000010888|10010000011630|10010000010373|10010000011113|10010000011065|10010000010556|10010000010357|10010000011285|10010000011152|10010000011659|10010000011442|10010000011434|10010000011542|10010000010258|10010000011071|10010000010452|10010000010149|10010000007808|10010000011559|10010000010711|10010000011437|10010000007432|10010000007628|10010000007656|10010000010525|10010000007433|10010000010261|10010000011476|10010000011426|10010000010662|10010000011180|10010000010985|10010000011346|10010000010340|10010000011759|10010000011035|10010000007539|10010000010477|10010000011484,10010000011370|10010000011381|10010000010867|10010000011360|10010000010437|10010000010182|10010000011452|10010000011315|10010000011600|10010000011236|10010000011103|10010000010888|10010000011630|10010000010373|10010000011113|10010000011065|10010000010556|10010000010357|10010000011285|10010000011152|10010000011659|10010000011442|10010000011434|10010000011542|10010000010258|10010000011071|10010000010452|10010000010149|10010000007808|10010000011559|10010000010711|10010000011437|10010000007432|10010000007628|10010000007656|10010000010525|10010000007433|10010000010261|10010000011476|10010000011426|10010000010662|10010000011180|10010000010985|10010000011346|10010000010340|10010000011759|10010000011035|10010000007539|10010000010477|10010000011484,10010000011370|10010000011381|10010000010867|10010000011360|10010000010437|10010000010182|10010000011452|10010000011315|10010000011600|10010000011236|10010000011103|10010000010888|10010000011630|10010000010373|10010000011113|10010000011065|10010000010556|10010000010357|10010000011285|10010000011152|10010000011659|10010000011442|10010000011434|10010000011542|10010000010258|10010000011071|10010000010452|10010000010149|10010000007808|10010000011559|10010000010711|10010000011437|10010000007432|10010000007628|10010000007656|10010000010525|10010000007433|10010000010261|10010000011476|10010000011426|10010000010662|10010000011180|10010000010985|10010000011346|10010000010340|10010000011759|10010000011035|10010000007539|10010000010477|10010000011484|10010000011378|10010000009948|10010000011245|10010000011123|10010000011363|10010000011016|10010000010619|10010000011268|10010000011053|10010000011523|10010000010609|10010000011250|10010000011409|10010000011105|10010000011449|10010000011575|10010000011017|10010000007785|10010000010943|10010000007495|10010000007559|10010000007686|10010000007765|10010000010863|10010000010598|10010000011076|10010000011415|10010000011031|10010000010918|10010000011129|10010000011431|10010000010886|10010000010640|10010000010949|10010000009870|10010000010420|10010000010754|10010000010267|10010000010837|10010000010455|10010000010571|10010000010544|10010000010163|10010000010942|10010000010560|10010000010346|10010000010554|10010000007579|10010000011714|10010000010333,10010000011370|10010000011381|10010000010867|10010000011360|10010000010437|10010000010182|10010000011452|10010000011315|10010000011600|10010000011236|10010000011103|10010000010888|10010000011630|10010000010373|10010000011113|10010000011065|10010000010556|10010000010357|10010000011285|10010000011152|10010000011659|10010000011442|10010000011434|10010000011542|10010000010258|10010000011071|10010000010452|10010000010149|10010000007808|10010000011559|10010000010711|10010000011437|10010000007432|10010000007628|10010000007656|10010000010525|10010000007433|10010000010261|10010000011476|10010000011426|10010000010662|10010000011180|10010000010985|10010000011346|10010000010340|10010000011759|10010000011035|10010000007539|10010000010477|10010000011484|10010000011378|10010000009948|10010000011245|10010000011123|10010000011363|10010000011016|10010000010619|10010000011268|10010000011053|10010000011523|10010000010609|10010000011250|10010000011409|10010000011105|10010000011449|10010000011575|10010000011017|10010000007785|10010000010943|10010000007495|10010000007559|10010000007686|10010000007765|10010000010863|10010000010598|10010000011076|10010000011415|10010000011031|10010000010918|10010000011129|10010000011431|10010000010886|10010000010640|10010000010949|10010000009870|10010000010420|10010000010754|10010000010267|10010000010837|10010000010455|10010000010571|10010000010544|10010000010163|10010000010942|10010000010560|10010000010346|10010000010554|10010000007579|10010000011714|10010000010333
Slife,10010000009968,Slife__C1,login.list_item.other,1,1,1,1,1,1,1,,100,10010000010109,10010000010109,10010000010109,10010000010109
