app,query_id,cluster_id,issue_key,n_rel,n_cross_rel,is_cross_query,has_anchor,matched_views,retrieved_total,retrieved_in_pool,first_cross_rank,maxk_dump,top_retrieved_50,top_retrieved_inpool_50,top_retrieved_maxk,top_retrieved_inpool_maxk
途牛,10010000005679,途牛__C1,other.other.no_prompt,1,0,0,1,93,160,160,,100,10010000004673|10010000005092|10010000004298|10010000005549|10010000003377|10010000003828|10010000004943|10010000006945|10010000004769|10010000003034|10010000005991|10010000004990|10010000004827|10010000007080|10010000003546|10010000005804|10010000006378|10010000003104|10010000006325|10010000004062|10010000004676|10010000005403|10010000002371|10010000004311|10010000005520|10010000007119|10010000002547|10010000005322|10010000004953|10010000004319|10010000003466|10010000006926|10010000004896|10010000002359|10010000002365|10010000002439|10010000002762|10010000002955|10010000002964|10010000003161|10010000003263|10010000003396|10010000003400|10010000003527|10010000003661|10010000003676|10010000003790|10010000003917|10010000004008|10010000004128,10010000004673|10010000005092|10010000004298|10010000005549|10010000003377|10010000003828|10010000004943|10010000006945|10010000004769|10010000003034|10010000005991|10010000004990|10010000004827|10010000007080|10010000003546|10010000005804|10010000006378|10010000003104|10010000006325|10010000004062|10010000004676|10010000005403|10010000002371|10010000004311|10010000005520|10010000007119|10010000002547|10010000005322|10010000004953|10010000004319|10010000003466|10010000006926|10010000004896|10010000002359|10010000002365|10010000002439|10010000002762|10010000002955|10010000002964|10010000003161|10010000003263|10010000003396|10010000003400|10010000003527|10010000003661|10010000003676|10010000003790|10010000003917|10010000004008|10010000004128,10010000004673|10010000005092|10010000004298|10010000005549|10010000003377|10010000003828|10010000004943|10010000006945|10010000004769|10010000003034|10010000005991|10010000004990|10010000004827|10010000007080|10010000003546|10010000005804|10010000006378|10010000003104|10010000006325|10010000004062|10010000004676|10010000005403|10010000002371|10010000004311|10010000005520|10010000007119|10010000002547|10010000005322|10010000004953|10010000004319|10010000003466|10010000006926|10010000004896|10010000002359|10010000002365|10010000002439|10010000002762|10010000002955|10010000002964|10010000003161|10010000003263|10010000003396|10010000003400|10010000003527|10010000003661|10010000003676|10010000003790|10010000003917|10010000004008|10010000004128|10010000004300|10010000004339|10010000004348|10010000004613|10010000004655|10010000004802|10010000004849|10010000004968|10010000004970|10010000005031|10010000005119|10010000005212|10010000005345|10010000005369|10010000005678|10010000005710|10010000005762|10010000005857|10010000006033|10010000006074|10010000006087|10010000006227|10010000006388|10010000006431|10010000006667|10010000006702|10010000006729|10010000006906|10010000006989|10010000007086|10010000006769|10010000005883|10010000005433|10010000004014|10010000005290|10010000007166|10010000002410|10010000002836|10010000003086|10010000004728|10010000005166|10010000005846|10010000006641|10010000003363|10010000005240|10010000006992|10010000004226|10010000003614|10010000004578|10010000005566,10010000004673|10010000005092|10010000004298|10010000005549|10010000003377|10010000003828|10010000004943|10010000006945|10010000004769|10010000003034|10010000005991|10010000004990|10010000004827|10010000007080|10010000003546|10010000005804|10010000006378|10010000003104|10010000006325|10010000004062|10010000004676|10010000005403|10010000002371|10010000004311|10010000005520|10010000007119|10010000002547|10010000005322|10010000004953|10010000004319|10010000003466|10010000006926|10010000004896|10010000002359|10010000002365|10010000002439|10010000002762|10010000002955|10010000002964|10010000003161|10010000003263|10010000003396|10010000003400|10010000003527|10010000003661|10010000003676|10010000003790|10010000003917|10010000004008|10010000004128|10010000004300|10010000004339|10010000004348|10010000004613|10010000004655|10010000004802|10010000004849|10010000004968|10010000004970|10010000005031|10010000005119|10010000005212|10010000005345|10010000005369|10010000005678|10010000005710|10010000005762|10010000005857|10010000006033|10010000006074|10010000006087|10010000006227|10010000006388|10010000006431|10010000006667|10010000006702|10010000006729|10010000006906|10010000006989|10010000007086|10010000006769|10010000005883|10010000005433|10010000004014|10010000005290|10010000007166|10010000002410|10010000002836|10010000003086|10010000004728|10010000005166|10010000005846|10010000006641|10010000003363|10010000005240|10010000006992|10010000004226|10010000003614|10010000004578|10010000005566
途牛,10010000001430,途牛__C8,other.other.permission,4,4,1,1,2,0,0,,100,,,,
途牛,10010000005866,途牛__C16,other.other.permission,4,2,1,1,2,0,0,,100,,,,
途牛,10010000005902,途牛__C16,other.other.permission,4,2,1,1,7,0,0,,100,,,,
途牛,10010000005914,途牛__C16,other.other.permission,4,2,1,1,2,0,0,,100,,,,
途牛,10010000005971,途牛__C1,other.other.permission,4,4,1,1,41,160,160,,100,10010000006243|10010000005078|10010000006755|10010000003837|10010000002410|10010000002836|10010000003086|10010000004728|10010000001548|10010000003296|10010000004534|10010000003317|10010000004973|10010000003191|10010000003060|10010000003359|10010000003271|10010000003078|10010000005160|10010000002683|10010000002634|10010000004714|10010000004312|10010000005728|10010000005493|10010000005904|10010000003506|10010000004506|10010000005945|10010000001904|10010000002153|10010000002903|10010000003034|10010000003104|10010000003226|10010000003318|10010000003363|10010000004298|10010000004441|10010000004613|10010000004723|10010000004877|10010000004928|10010000005051|10010000005588|10010000005752|10010000005926|10010000006031|10010000006735|10010000006787,10010000006243|10010000005078|10010000006755|10010000003837|10010000002410|10010000002836|10010000003086|10010000004728|10010000001548|10010000003296|10010000004534|10010000003317|10010000004973|10010000003191|10010000003060|10010000003359|10010000003271|10010000003078|10010000005160|10010000002683|10010000002634|10010000004714|10010000004312|10010000005728|10010000005493|10010000005904|10010000003506|10010000004506|10010000005945|10010000001904|10010000002153|10010000002903|10010000003034|10010000003104|10010000003226|10010000003318|10010000003363|10010000004298|10010000004441|10010000004613|10010000004723|10010000004877|10010000004928|10010000005051|10010000005588|10010000005752|10010000005926|10010000006031|10010000006735|10010000006787,10010000006243|10010000005078|10010000006755|10010000003837|10010000002410|10010000002836|10010000003086|10010000004728|10010000001548|10010000003296|10010000004534|10010000003317|10010000004973|10010000003191|10010000003060|10010000003359|10010000003271|10010000003078|10010000005160|10010000002683|10010000002634|10010000004714|10010000004312|10010000005728|10010000005493|10010000005904|10010000003506|10010000004506|10010000005945|10010000001904|10010000002153|10010000002903|10010000003034|10010000003104|10010000003226|10010000003318|10010000003363|10010000004298|10010000004441|10010000004613|10010000004723|10010000004877|10010000004928|10010000005051|10010000005588|10010000005752|10010000005926|10010000006031|10010000006735|10010000006787|10010000006860|10010000006878|10010000002467|10010000005846|10010000006740|10010000003546|10010000002464|10010000003161|10010000003528|10010000003871|10010000004203|10010000004617|10010000004633|10010000006002|10010000006363|10010000006417|10010000007106|10010000003384|10010000003111|10010000004769|10010000005804|10010000006378|10010000006596|10010000004579|10010000006514|10010000002955|10010000005240|10010000002748|10010000003175|10010000003598|10010000004317|10010000004957|10010000005229|10010000005290|10010000005579|10010000005883|10010000007061|10010000002371|10010000005202|10010000002547|10010000004741|10010000005479|10010000003601|10010000003713|10010000005385|10010000005465|10010000005710|10010000006416|10010000002559|10010000005915,10010000006243|10010000005078|10010000006755|10010000003837|10010000002410|10010000002836|10010000003086|10010000004728|10010000001548|10010000003296|10010000004534|10010000003317|10010000004973|10010000003191|10010000003060|10010000003359|10010000003271|10010000003078|10010000005160|10010000002683|10010000002634|10010000004714|10010000004312|10010000005728|10010000005493|10010000005904|10010000003506|10010000004506|10010000005945|10010000001904|10010000002153|10010000002903|10010000003034|10010000003104|10010000003226|10010000003318|10010000003363|10010000004298|10010000004441|10010000004613|10010000004723|10010000004877|10010000004928|10010000005051|10010000005588|10010000005752|10010000005926|10010000006031|10010000006735|10010000006787|10010000006860|10010000006878|10010000002467|10010000005846|10010000006740|10010000003546|10010000002464|10010000003161|10010000003528|10010000003871|10010000004203|10010000004617|10010000004633|10010000006002|10010000006363|10010000006417|10010000007106|10010000003384|10010000003111|10010000004769|10010000005804|10010000006378|10010000006596|10010000004579|10010000006514|10010000002955|10010000005240|10010000002748|10010000003175|10010000003598|10010000004317|10010000004957|10010000005229|10010000005290|10010000005579|10010000005883|10010000007061|10010000002371|10010000005202|10010000002547|10010000004741|10010000005479|10010000003601|10010000003713|10010000005385|10010000005465|10010000005710|10010000006416|10010000002559|10010000005915
途牛,10010000002188,途牛__C5,other.page_view.cannot_input,1,0,0,1,65,160,160,,100,10010000005348|10010000003598|10010000003111|10010000003086|10010000005924|10010000002746|10010000006002|10010000004180|10010000003730|10010000004728|10010000005588|10010000005229|10010000002836|10010000004794|10010000002410|10010000004441|10010000004079|10010000004769|10010000003546|10010000003175|10010000005846|10010000005202|10010000005579|10010000003460|10010000004014|10010000005986|10010000005649|10010000002559|10010000005804|10010000001671|10010000006596|10010000000824|10010000002748|10010000003077|10010000005011|10010000005166|10010000005263|10010000005290|10010000006378|10010000006637|10010000006992|10010000003104|10010000003318|10010000004723|10010000003034|10010000004298|10010000003191|10010000002634|10010000004534|10010000003078,10010000005348|10010000003598|10010000003111|10010000003086|10010000005924|10010000002746|10010000006002|10010000004180|10010000003730|10010000004728|10010000005588|10010000005229|10010000002836|10010000004794|10010000002410|10010000004441|10010000004079|10010000004769|10010000003546|10010000003175|10010000005846|10010000005202|10010000005579|10010000003460|10010000004014|10010000005986|10010000005649|10010000002559|10010000005804|10010000001671|10010000006596|10010000000824|10010000002748|10010000003077|10010000005011|10010000005166|10010000005263|10010000005290|10010000006378|10010000006637|10010000006992|10010000003104|10010000003318|10010000004723|10010000003034|10010000004298|10010000003191|10010000002634|10010000004534|10010000003078,10010000005348|10010000003598|10010000003111|10010000003086|10010000005924|10010000002746|10010000006002|10010000004180|10010000003730|10010000004728|10010000005588|10010000005229|10010000002836|10010000004794|10010000002410|10010000004441|10010000004079|10010000004769|10010000003546|10010000003175|10010000005846|10010000005202|10010000005579|10010000003460|10010000004014|10010000005986|10010000005649|10010000002559|10010000005804|10010000001671|10010000006596|10010000000824|10010000002748|10010000003077|10010000005011|10010000005166|10010000005263|10010000005290|10010000006378|10010000006637|10010000006992|10010000003104|10010000003318|10010000004723|10010000003034|10010000004298|10010000003191|10010000002634|10010000004534|10010000003078|10010000003506|10010000004312|10010000006735|10010000002153|10010000006243|10010000001904|10010000005051|10010000005728|10010000004877|10010000002903|10010000004613|10010000004928|10010000004714|10010000005493|10010000006860|10010000002683|10010000005904|10010000006031|10010000005078|10010000006878|10010000006787|10010000005752|10010000005926|10010000003060|10010000003363|10010000003271|10010000004506|10010000006087|10010000002371|10010000004041|10010000002547|10010000003296|10010000005730|10010000003965|10010000004672|10010000003777|10010000006026|10010000006249|10010000004830|10010000004826|10010000005945|10010000006808|10010000003718|10010000005627|10010000006082|10010000004905|10010000003958|10010000003400|10010000006412|10010000003359,10010000005348|10010000003598|10010000003111|10010000003086|10010000005924|10010000002746|10010000006002|10010000004180|10010000003730|10010000004728|10010000005588|10010000005229|10010000002836|10010000004794|10010000002410|10010000004441|10010000004079|10010000004769|10010000003546|10010000003175|10010000005846|10010000005202|10010000005579|10010000003460|10010000004014|10010000005986|10010000005649|10010000002559|10010000005804|10010000001671|10010000006596|10010000000824|10010000002748|10010000003077|10010000005011|10010000005166|10010000005263|10010000005290|10010000006378|10010000006637|10010000006992|10010000003104|10010000003318|10010000004723|10010000003034|10010000004298|10010000003191|10010000002634|10010000004534|10010000003078|10010000003506|10010000004312|10010000006735|10010000002153|10010000006243|10010000001904|10010000005051|10010000005728|10010000004877|10010000002903|10010000004613|10010000004928|10010000004714|10010000005493|10010000006860|10010000002683|10010000005904|10010000006031|10010000005078|10010000006878|10010000006787|10010000005752|10010000005926|10010000003060|10010000003363|10010000003271|10010000004506|10010000006087|10010000002371|10010000004041|10010000002547|10010000003296|10010000005730|10010000003965|10010000004672|10010000003777|10010000006026|10010000006249|10010000004830|10010000004826|10010000005945|10010000006808|10010000003718|10010000005627|10010000006082|10010000004905|10010000003958|10010000003400|10010000006412|10010000003359
途牛,10010000005348,途牛__C5,other.page_view.cannot_input,1,0,0,1,61,160,160,,100,10010000002188|10010000004728|10010000004312|10010000003078|10010000006412|10010000006095|10010000002836|10010000004723|10010000003086|10010000005588|10010000006735|10010000002153|10010000006243|10010000001904|10010000005051|10010000004877|10010000002903|10010000002410|10010000004928|10010000005728|10010000003104|10010000005493|10010000003318|10010000005904|10010000006860|10010000004714|10010000003598|10010000002683|10010000006031|10010000003034|10010000004298|10010000005078|10010000006878|10010000006787|10010000003191|10010000005752|10010000005926|10010000002634|10010000003060|10010000003363|10010000004534|10010000003271|10010000004506|10010000004441|10010000003506|10010000005229|10010000003111|10010000004794|10010000006596|10010000006087,10010000002188|10010000004728|10010000004312|10010000003078|10010000006412|10010000006095|10010000002836|10010000004723|10010000003086|10010000005588|10010000006735|10010000002153|10010000006243|10010000001904|10010000005051|10010000004877|10010000002903|10010000002410|10010000004928|10010000005728|10010000003104|10010000005493|10010000003318|10010000005904|10010000006860|10010000004714|10010000003598|10010000002683|10010000006031|10010000003034|10010000004298|10010000005078|10010000006878|10010000006787|10010000003191|10010000005752|10010000005926|10010000002634|10010000003060|10010000003363|10010000004534|10010000003271|10010000004506|10010000004441|10010000003506|10010000005229|10010000003111|10010000004794|10010000006596|10010000006087,10010000002188|10010000004728|10010000004312|10010000003078|10010000006412|10010000006095|10010000002836|10010000004723|10010000003086|10010000005588|10010000006735|10010000002153|10010000006243|10010000001904|10010000005051|10010000004877|10010000002903|10010000002410|10010000004928|10010000005728|10010000003104|10010000005493|10010000003318|10010000005904|10010000006860|10010000004714|10010000003598|10010000002683|10010000006031|10010000003034|10010000004298|10010000005078|10010000006878|10010000006787|10010000003191|10010000005752|10010000005926|10010000002634|10010000003060|10010000003363|10010000004534|10010000003271|10010000004506|10010000004441|10010000003506|10010000005229|10010000003111|10010000004794|10010000006596|10010000006087|10010000003871|10010000002547|10010000003296|10010000003359|10010000004944|10010000004973|10010000004769|10010000003175|10010000005579|10010000005804|10010000003546|10010000002748|10010000005290|10010000006378|10010000004128|10010000003314|10010000002746|10010000005924|10010000005846|10010000005202|10010000006002|10010000005986|10010000003460|10010000004014|10010000005649|10010000002559|10010000001671|10010000000824|10010000003077|10010000005011|10010000005166|10010000005263|10010000006637|10010000006992|10010000002474|10010000004925|10010000003828|10010000005945|10010000004613|10010000003958|10010000002870|10010000002481|10010000004180|10010000005160|10010000003718|10010000001548|10010000006082|10010000001823|10010000004943|10010000004946,10010000002188|10010000004728|10010000004312|10010000003078|10010000006412|10010000006095|10010000002836|10010000004723|10010000003086|10010000005588|10010000006735|10010000002153|10010000006243|10010000001904|10010000005051|10010000004877|10010000002903|10010000002410|10010000004928|10010000005728|10010000003104|10010000005493|10010000003318|10010000005904|10010000006860|10010000004714|10010000003598|10010000002683|10010000006031|10010000003034|10010000004298|10010000005078|10010000006878|10010000006787|10010000003191|10010000005752|10010000005926|10010000002634|10010000003060|10010000003363|10010000004534|10010000003271|10010000004506|10010000004441|10010000003506|10010000005229|10010000003111|10010000004794|10010000006596|10010000006087|10010000003871|10010000002547|10010000003296|10010000003359|10010000004944|10010000004973|10010000004769|10010000003175|10010000005579|10010000005804|10010000003546|10010000002748|10010000005290|10010000006378|10010000004128|10010000003314|10010000002746|10010000005924|10010000005846|10010000005202|10010000006002|10010000005986|10010000003460|10010000004014|10010000005649|10010000002559|10010000001671|10010000000824|10010000003077|10010000005011|10010000005166|10010000005263|10010000006637|10010000006992|10010000002474|10010000004925|10010000003828|10010000005945|10010000004613|10010000003958|10010000002870|10010000002481|10010000004180|10010000005160|10010000003718|10010000001548|10010000006082|10010000001823|10010000004943|10010000004946
途牛,10010000000762,途牛__C14,other.page_view.cannot_or_fail,23,21,1,1,5,160,160,3,100,10010000005191|10010000005623|10010000004088|10010000003965|10010000003777|10010000004826|10010000003718|10010000006082|10010000003111|10010000004905|10010000005627|10010000006378|10010000006808|10010000006002|10010000006205|10010000005431|10010000004365|10010000002410|10010000005202|10010000003790|10010000006012|10010000003074|10010000003466|10010000004008|10010000004830|10010000005240|10010000005710|10010000003687|10010000003730|10010000004319|10010000002216|10010000002559|10010000005119|10010000005479|10010000004298|10010000003828|10010000004128|10010000004849|10010000005588|10010000005846|10010000002365|10010000004180|10010000004627|10010000003400|10010000004441|10010000005506|10010000003476|10010000005986|10010000004968|10010000005369,10010000005191|10010000005623|10010000004088|10010000003965|10010000003777|10010000004826|10010000003718|10010000006082|10010000003111|10010000004905|10010000005627|10010000006378|10010000006808|10010000006002|10010000006205|10010000005431|10010000004365|10010000002410|10010000005202|10010000003790|10010000006012|10010000003074|10010000003466|10010000004008|10010000004830|10010000005240|10010000005710|10010000003687|10010000003730|10010000004319|10010000002216|10010000002559|10010000005119|10010000005479|10010000004298|10010000003828|10010000004128|10010000004849|10010000005588|10010000005846|10010000002365|10010000004180|10010000004627|10010000003400|10010000004441|10010000005506|10010000003476|10010000005986|10010000004968|10010000005369,10010000005191|10010000005623|10010000004088|10010000003965|10010000003777|10010000004826|10010000003718|10010000006082|10010000003111|10010000004905|10010000005627|10010000006378|10010000006808|10010000006002|10010000006205|10010000005431|10010000004365|10010000002410|10010000005202|10010000003790|10010000006012|10010000003074|10010000003466|10010000004008|10010000004830|10010000005240|10010000005710|10010000003687|10010000003730|10010000004319|10010000002216|10010000002559|10010000005119|10010000005479|10010000004298|10010000003828|10010000004128|10010000004849|10010000005588|10010000005846|10010000002365|10010000004180|10010000004627|10010000003400|10010000004441|10010000005506|10010000003476|10010000005986|10010000004968|10010000005369|10010000005796|10010000004953|10010000003832|10010000004769|10010000002836|10010000005403|10010000002439|10010000002188|10010000003506|10010000000824|10010000003027|10010000005322|10010000004973|10010000003034|10010000005229|10010000004348|10010000003009|10010000004311|10010000005166|10010000002746|10010000004300|10010000002371|10010000005263|10010000004615|10010000005924|10010000005331|10010000004014|10010000003359|10010000005857|10010000003263|10010000003175|10010000005804|10010000002467|10010000005945|10010000005031|10010000003296|10010000003396|10010000003546|10010000002634|10010000003558|10010000006033|10010000004655|10010000003317|10010000001548|10010000001671|10010000002056|10010000002269|10010000002359|10010000002470|10010000002533,10010000005191|10010000005623|10010000004088|10010000003965|10010000003777|10010000004826|10010000003718|10010000006082|10010000003111|10010000004905|10010000005627|10010000006378|10010000006808|10010000006002|10010000006205|10010000005431|10010000004365|10010000002410|10010000005202|10010000003790|10010000006012|10010000003074|10010000003466|10010000004008|10010000004830|10010000005240|10010000005710|10010000003687|10010000003730|10010000004319|10010000002216|10010000002559|10010000005119|10010000005479|10010000004298|10010000003828|10010000004128|10010000004849|10010000005588|10010000005846|10010000002365|10010000004180|10010000004627|10010000003400|10010000004441|10010000005506|10010000003476|10010000005986|10010000004968|10010000005369|10010000005796|10010000004953|10010000003832|10010000004769|10010000002836|10010000005403|10010000002439|10010000002188|10010000003506|10010000000824|10010000003027|10010000005322|10010000004973|10010000003034|10010000005229|10010000004348|10010000003009|10010000004311|10010000005166|10010000002746|10010000004300|10010000002371|10010000005263|10010000004615|10010000005924|10010000005331|10010000004014|10010000003359|10010000005857|10010000003263|10010000003175|10010000005804|10010000002467|10010000005945|10010000005031|10010000003296|10010000003396|10010000003546|10010000002634|10010000003558|10010000006033|10010000004655|10010000003317|10010000001548|10010000001671|10010000002056|10010000002269|10010000002359|10010000002470|10010000002533
途牛,10010000001904,途牛__C5,other.page_view.cannot_or_fail,23,11,1,1,98,160,160,,100,10010000006860|10010000005588|10010000004877|10010000002836|10010000004527|10010000002410|10010000006087|10010000004298|10010000006409|10010000003086|10010000002903|10010000004728|10010000002683|10010000003034|10010000006735|10010000006787|10010000003318|10010000005728|10010000005493|10010000004441|10010000003078|10010000005051|10010000006031|10010000005926|10010000004928|10010000005752|10010000006243|10010000004506|10010000005078|10010000006878|10010000005904|10010000002153|10010000003191|10010000002634|10010000003060|10010000003363|10010000004534|10010000004723|10010000003271|10010000003104|10010000004714|10010000003506|10010000004990|10010000005714|10010000003174|10010000001801|10010000002870|10010000003669|10010000004124|10010000005175,10010000006860|10010000005588|10010000004877|10010000002836|10010000004527|10010000002410|10010000006087|10010000004298|10010000006409|10010000003086|10010000002903|10010000004728|10010000002683|10010000003034|10010000006735|10010000006787|10010000003318|10010000005728|10010000005493|10010000004441|10010000003078|10010000005051|10010000006031|10010000005926|10010000004928|10010000005752|10010000006243|10010000004506|10010000005078|10010000006878|10010000005904|10010000002153|10010000003191|10010000002634|10010000003060|10010000003363|10010000004534|10010000004723|10010000003271|10010000003104|10010000004714|10010000003506|10010000004990|10010000005714|10010000003174|10010000001801|10010000002870|10010000003669|10010000004124|10010000005175,10010000006860|10010000005588|10010000004877|10010000002836|10010000004527|10010000002410|10010000006087|10010000004298|10010000006409|10010000003086|10010000002903|10010000004728|10010000002683|10010000003034|10010000006735|10010000006787|10010000003318|10010000005728|10010000005493|10010000004441|10010000003078|10010000005051|10010000006031|10010000005926|10010000004928|10010000005752|10010000006243|10010000004506|10010000005078|10010000006878|10010000005904|10010000002153|10010000003191|10010000002634|10010000003060|10010000003363|10010000004534|10010000004723|10010000003271|10010000003104|10010000004714|10010000003506|10010000004990|10010000005714|10010000003174|10010000001801|10010000002870|10010000003669|10010000004124|10010000005175|10010000006950|10010000006991|10010000004203|10010000004411|10010000004218|10010000006514|10010000006850|10010000003798|10010000005535|10010000004039|10010000004605|10010000005812|10010000006765|10010000005240|10010000002803|10010000004879|10010000005257|10010000002864|10010000004078|10010000005290|10010000005585|10010000006844|10010000005229|10010000003826|10010000004312|10010000003546|10010000004773|10010000003871|10010000005578|10010000006054|10010000004329|10010000003904|10010000004827|10010000005566|10010000006926|10010000007092|10010000002464|10010000002509|10010000005991|10010000003339|10010000005846|10010000004627|10010000002661|10010000003359|10010000004769|10010000004973|10010000002740|10010000003296|10010000003678|10010000003601,10010000006860|10010000005588|10010000004877|10010000002836|10010000004527|10010000002410|10010000006087|10010000004298|10010000006409|10010000003086|10010000002903|10010000004728|10010000002683|10010000003034|10010000006735|10010000006787|10010000003318|10010000005728|10010000005493|10010000004441|10010000003078|10010000005051|10010000006031|10010000005926|10010000004928|10010000005752|10010000006243|10010000004506|10010000005078|10010000006878|10010000005904|10010000002153|10010000003191|10010000002634|10010000003060|10010000003363|10010000004534|10010000004723|10010000003271|10010000003104|10010000004714|10010000003506|10010000004990|10010000005714|10010000003174|10010000001801|10010000002870|10010000003669|10010000004124|10010000005175|10010000006950|10010000006991|10010000004203|10010000004411|10010000004218|10010000006514|10010000006850|10010000003798|10010000005535|10010000004039|10010000004605|10010000005812|10010000006765|10010000005240|10010000002803|10010000004879|10010000005257|10010000002864|10010000004078|10010000005290|10010000005585|10010000006844|10010000005229|10010000003826|10010000004312|10010000003546|10010000004773|10010000003871|10010000005578|10010000006054|10010000004329|10010000003904|10010000004827|10010000005566|10010000006926|10010000007092|10010000002464|10010000002509|10010000005991|10010000003339|10010000005846|10010000004627|10010000002661|10010000003359|10010000004769|10010000004973|10010000002740|10010000003296|10010000003678|10010000003601
途牛,10010000002251,途牛__C4,other.page_view.cannot_or_fail,23,23,1,1,6,1,1,,100,10010000000841,10010000000841,10010000000841,10010000000841
途牛,10010000002385,途牛__C5,other.page_view.cannot_or_fail,23,11,1,1,13,160,160,,100,10010000002474|10010000004925|10010000003271|10010000003314|10010000004312|10010000004944|10010000002836|10010000003034|10010000003871|10010000002153|10010000004928|10010000005728|10010000004714|10010000006787|10010000004298|10010000006031|10010000006412|10010000003318|10010000005904|10010000002547|10010000003086|10010000002683|10010000006087|10010000006860|10010000004728|10010000005752|10010000003078|10010000001904|10010000006243|10010000002634|10010000006735|10010000004877|10010000005051|10010000002903|10010000002410|10010000003060|10010000003104|10010000003191|10010000003363|10010000003506|10010000004441|10010000004506|10010000004534|10010000004723|10010000005078|10010000005493|10010000005588|10010000005926|10010000006878|10010000005229,10010000002474|10010000004925|10010000003271|10010000003314|10010000004312|10010000004944|10010000002836|10010000003034|10010000003871|10010000002153|10010000004928|10010000005728|10010000004714|10010000006787|10010000004298|10010000006031|10010000006412|10010000003318|10010000005904|10010000002547|10010000003086|10010000002683|10010000006087|10010000006860|10010000004728|10010000005752|10010000003078|10010000001904|10010000006243|10010000002634|10010000006735|10010000004877|10010000005051|10010000002903|10010000002410|10010000003060|10010000003104|10010000003191|10010000003363|10010000003506|10010000004441|10010000004506|10010000004534|10010000004723|10010000005078|10010000005493|10010000005588|10010000005926|10010000006878|10010000005229,10010000002474|10010000004925|10010000003271|10010000003314|10010000004312|10010000004944|10010000002836|10010000003034|10010000003871|10010000002153|10010000004928|10010000005728|10010000004714|10010000006787|10010000004298|10010000006031|10010000006412|10010000003318|10010000005904|10010000002547|10010000003086|10010000002683|10010000006087|10010000006860|10010000004728|10010000005752|10010000003078|10010000001904|10010000006243|10010000002634|10010000006735|10010000004877|10010000005051|10010000002903|10010000002410|10010000003060|10010000003104|10010000003191|10010000003363|10010000003506|10010000004441|10010000004506|10010000004534|10010000004723|10010000005078|10010000005493|10010000005588|10010000005926|10010000006878|10010000005229|10010000005348|10010000004973|10010000003359|10010000003296|10010000006095|10010000006596|10010000003828|10010000004128|10010000002748|10010000003175|10010000003546|10010000006378|10010000004769|10010000005579|10010000005804|10010000002746|10010000005649|10010000005290|10010000002464|10010000002481|10010000004527|10010000003598|10010000005945|10010000004990|10010000002559|10010000004613|10010000003077|10010000003111|10010000003460|10010000005846|10010000005263|10010000004014|10010000005986|10010000000824|10010000001671|10010000002870|10010000004794|10010000004943|10010000005011|10010000005166|10010000005202|10010000006637|10010000006992|10010000005268|10010000006082|10010000001801|10010000006409|10010000001548|10010000003226|10010000003718,10010000002474|10010000004925|10010000003271|10010000003314|10010000004312|10010000004944|10010000002836|10010000003034|10010000003871|10010000002153|10010000004928|10010000005728|10010000004714|10010000006787|10010000004298|10010000006031|10010000006412|10010000003318|10010000005904|10010000002547|10010000003086|10010000002683|10010000006087|10010000006860|10010000004728|10010000005752|10010000003078|10010000001904|10010000006243|10010000002634|10010000006735|10010000004877|10010000005051|10010000002903|10010000002410|10010000003060|10010000003104|10010000003191|10010000003363|10010000003506|10010000004441|10010000004506|10010000004534|10010000004723|10010000005078|10010000005493|10010000005588|10010000005926|10010000006878|10010000005229|10010000005348|10010000004973|10010000003359|10010000003296|10010000006095|10010000006596|10010000003828|10010000004128|10010000002748|10010000003175|10010000003546|10010000006378|10010000004769|10010000005579|10010000005804|10010000002746|10010000005649|10010000005290|10010000002464|10010000002481|10010000004527|10010000003598|10010000005945|10010000004990|10010000002559|10010000004613|10010000003077|10010000003111|10010000003460|10010000005846|10010000005263|10010000004014|10010000005986|10010000000824|10010000001671|10010000002870|10010000004794|10010000004943|10010000005011|10010000005166|10010000005202|10010000006637|10010000006992|10010000005268|10010000006082|10010000001801|10010000006409|10010000001548|10010000003226|10010000003718
途牛,10010000002671,途牛__C5,other.page_view.cannot_or_fail,23,11,1,1,4,0,0,,100,,,,
途牛,10010000002897,途牛__C5,other.page_view.cannot_or_fail,23,11,1,1,5,0,0,,100,,,,
