app,issue_key,issue_size,n_unique_text_key,unique_text_ratio,other_token_count,has_any_anchor_rate,median_raw_text_len,broad_issue_flag,kept_issue_size
途牛,private_chat.page_view.cannot_send,2,2,1.0,0,1.0,22.5,0,2
途牛,private_chat.page_view.load_fail,2,2,1.0,0,1.0,30.0,0,2
途牛,search.image_banner.cannot_or_fail,2,2,1.0,0,1.0,67.5,0,2
途牛,settings.page_view.crash,2,2,1.0,0,1.0,26.5,0,2
途牛,settings.page_view.no_prompt,2,2,1.0,0,1.0,42.5,0,2
途牛,share.button_icon.cannot_or_fail,2,2,1.0,0,1.0,28.0,0,2
途牛,share.button_icon.freeze,2,2,1.0,0,1.0,41.5,0,2
途牛,share.button_icon.wrong_value,2,2,1.0,0,1.0,62.0,0,2
途牛,share.share_panel.wrong_value,2,2,1.0,0,1.0,27.5,0,2
途牛,shopping.page_view.wrong_value,2,2,1.0,0,1.0,17.5,0,2
雅思听力,login.page_view.permission,2,2,1.0,0,1.0,27.0,0,2
雅思听力,share.share_panel.cannot_or_fail,2,2,1.0,0,1.0,31.0,0,2
Slife,message_send.other.other,1,1,1.0,2,1.0,40.0,0,1
Slife,notification.other.other,1,1,1.0,2,1.0,59.0,0,1
Slife,other.input_box.other,1,1,1.0,2,1.0,59.0,0,1
Slife,other.other.crash,1,1,1.0,2,1.0,36.0,0,1
Slife,other.other.freeze,1,1,1.0,2,1.0,51.0,0,1
Slife,other.other.layout_issue,1,1,1.0,2,1.0,51.0,0,1
Slife,other.other.no_prompt,1,1,1.0,2,1.0,28.0,0,1
Slife,search.other.other,1,1,1.0,2,1.0,68.0,0,1
jayme,comment.other.other,1,1,1.0,2,1.0,22.0,0,1
jayme,message_send.other.other,1,1,1.0,2,1.0,25.0,0,1
jayme,other.image_banner.other,1,1,1.0,2,1.0,28.0,0,1
jayme,other.other.cannot_input,1,1,1.0,2,1.0,68.0,0,1
jayme,other.other.crash,1,1,1.0,2,1.0,17.0,0,1
jayme,other.other.load_fail,1,1,1.0,2,1.0,23.0,0,1
jayme,other.step.other,1,1,1.0,2,1.0,42.0,0,1
jayme,playback.other.other,1,1,1.0,2,1.0,27.0,0,1
华为运动,login.other.other,1,1,1.0,2,1.0,49.0,0,1
华为运动,message_send.other.other,1,1,1.0,2,1.0,39.0,0,1
华为运动,other.chat.other,1,1,1.0,2,1.0,19.0,0,1
华为运动,other.image_banner.other,1,1,1.0,2,1.0,35.0,0,1
华为运动,other.other.load_fail,1,1,1.0,2,1.0,31.0,0,1
华为运动,other.other.wrong_value,1,1,1.0,2,1.0,38.0,0,1
沪江英语,other.button_icon.other,1,1,1.0,2,1.0,33.0,0,1
沪江英语,other.other.cannot_input,1,1,1.0,2,1.0,19.0,0,1
沪江英语,other.other.layout_issue,1,1,1.0,2,1.0,26.0,0,1
沪江英语,other.other.load_fail,1,1,1.0,2,1.0,32.0,0,1
沪江英语,search.other.other,1,1,1.0,2,1.0,28.0,0,1
途牛,other.other.cannot_input,1,1,1.0,2,1.0,35.0,0,1
途牛,other.other.layout_issue,1,1,1.0,2,1.0,22.0,0,1
途牛,other.other.load_fail,1,1,1.0,2,1.0,26.0,0,1
途牛,settings.other.other,1,1,1.0,2,1.0,19.0,0,1
途牛,sort.other.other,1,1,1.0,2,1.0,21.0,0,1
雅思听力,message_send.other.other,1,1,1.0,2,1.0,17.0,0,1
雅思听力,notification.other.other,1,1,1.0,2,1.0,39.0,0,1
雅思听力,other.list_item.other,1,1,1.0,2,1.0,45.0,0,1
雅思听力,other.other.permission,1,1,1.0,2,1.0,34.0,0,1
雅思听力,sort.other.other,1,1,1.0,2,1.0,16.0,0,1
Slife,login.image_banner.other,1,1,1.0,1,1.0,24.0,0,1
Slife,login.other.no_prompt,1,1,1.0,1,1.0,68.0,0,1
Slife,login.step.other,1,1,1.0,1,1.0,42.0,0,1
Slife,message_send.chat.other,1,1,1.0,1,1.0,47.0,0,1
Slife,message_send.list_item.other,1,1,1.0,1,1.0,50.0,0,1
Slife,notification.step.other,1,1,1.0,1,1.0,68.0,0,1
Slife,other.button_icon.display_missing,1,1,1.0,1,1.0,41.0,0,1
Slife,other.button_icon.wrong_value,1,1,1.0,1,1.0,24.0,0,1
Slife,other.image_banner.crash,1,1,1.0,1,1.0,60.0,0,1
Slife,other.list_item.freeze,1,1,1.0,1,1.0,30.0,0,1
Slife,other.page_view.wrong_value,1,1,1.0,1,1.0,64.0,0,1
Slife,other.step.freeze,1,1,1.0,1,1.0,35.0,0,1
Slife,other.step.no_prompt,1,1,1.0,1,1.0,68.0,0,1
Slife,register.button_icon.other,1,1,1.0,1,1.0,68.0,0,1
Slife,register.chat.other,1,1,1.0,1,1.0,20.0,0,1
Slife,register.list_item.other,1,1,1.0,1,1.0,22.0,0,1
Slife,register.other.load_fail,1,1,1.0,1,1.0,66.0,0,1
Slife,register.share_panel.other,1,1,1.0,1,1.0,52.0,0,1
Slife,register.step.other,1,1,1.0,1,1.0,27.0,0,1
Slife,run_walk.button_icon.other,1,1,1.0,1,1.0,39.0,0,1
Slife,run_walk.other.freeze,1,1,1.0,1,1.0,47.0,0,1
Slife,run_walk.other.layout_issue,1,1,1.0,1,1.0,34.0,0,1
Slife,run_walk.other.no_prompt,1,1,1.0,1,1.0,35.0,0,1
Slife,search.other.cannot_or_fail,1,1,1.0,1,1.0,20.0,0,1
Slife,search.page_view.other,1,1,1.0,1,1.0,38.0,0,1
Slife,settings.other.crash,1,1,1.0,1,1.0,69.0,0,1
Slife,share.slider.other,1,1,1.0,1,1.0,34.0,0,1
Slife,step_count.button_icon.other,1,1,1.0,1,1.0,48.0,0,1
Slife,step_count.other.freeze,1,1,1.0,1,1.0,33.0,0,1
jayme,comment.input_box.other,1,1,1.0,1,1.0,26.0,0,1
jayme,comment.other.cannot_or_fail,1,1,1.0,1,1.0,38.0,0,1
jayme,groupchat.input_box.other,1,1,1.0,1,1.0,68.0,0,1
jayme,groupchat.other.cannot_input,1,1,1.0,1,1.0,39.0,0,1
jayme,groupchat.other.display_missing,1,1,1.0,1,1.0,39.0,0,1
jayme,groupchat.other.layout_issue,1,1,1.0,1,1.0,68.0,0,1
jayme,groupchat.other.permission,1,1,1.0,1,1.0,68.0,0,1
jayme,login.chat.other,1,1,1.0,1,1.0,68.0,0,1
jayme,login.page_view.other,1,1,1.0,1,1.0,54.0,0,1
jayme,notification.button_icon.other,1,1,1.0,1,1.0,38.0,0,1
jayme,other.chat.crash,1,1,1.0,1,1.0,24.0,0,1
jayme,other.image_banner.cannot_or_fail,1,1,1.0,1,1.0,65.0,0,1
jayme,other.input_box.cannot_or_fail,1,1,1.0,1,1.0,45.0,0,1
jayme,other.list_item.cannot_or_fail,1,1,1.0,1,1.0,68.0,0,1
jayme,other.list_item.wrong_value,1,1,1.0,1,1.0,32.0,0,1
jayme,other.step.load_fail,1,1,1.0,1,1.0,40.0,0,1
jayme,register.other.only_number,1,1,1.0,1,1.0,43.0,0,1
jayme,search.input_box.other,1,1,1.0,1,1.0,34.0,0,1
jayme,search.step.other,1,1,1.0,1,1.0,62.0,0,1
华为运动,gps_track.list_item.other,1,1,1.0,1,1.0,66.0,0,1
华为运动,gps_track.page_view.other,1,1,1.0,1,1.0,60.0,0,1
华为运动,groupchat.page_view.other,1,1,1.0,1,1.0,56.0,0,1
华为运动,message_send.list_item.other,1,1,1.0,1,1.0,55.0,0,1
华为运动,other.list_item.wrong_value,1,1,1.0,1,1.0,58.0,0,1
华为运动,other.page_view.layout_issue,1,1,1.0,1,1.0,38.0,0,1
华为运动,other.page_view.load_fail,1,1,1.0,1,1.0,56.0,0,1
华为运动,other.page_view.wrong_value,1,1,1.0,1,1.0,39.0,0,1
华为运动,run_walk.other.wrong_value,1,1,1.0,1,1.0,33.0,0,1
华为运动,run_walk.step.other,1,1,1.0,1,1.0,68.0,0,1
华为运动,search.other.cannot_or_fail,1,1,1.0,1,1.0,18.0,0,1
华为运动,share.image_banner.other,1,1,1.0,1,1.0,46.0,0,1
华为运动,share.share_panel.other,1,1,1.0,1,1.0,20.0,0,1
华为运动,sort.other.cannot_or_fail,1,1,1.0,1,1.0,19.0,0,1
华为运动,step_count.gps.other,1,1,1.0,1,1.0,51.0,0,1
沪江英语,comment.list_item.other,1,1,1.0,1,1.0,39.0,0,1
沪江英语,course.input_box.other,1,1,1.0,1,1.0,44.0,0,1
沪江英语,login.list_item.other,1,1,1.0,1,1.0,42.0,0,1
沪江英语,login.share_panel.other,1,1,1.0,1,1.0,65.0,0,1
沪江英语,message_send.button_icon.other,1,1,1.0,1,1.0,36.0,0,1
沪江英语,message_send.other.cannot_or_fail,1,1,1.0,1,1.0,21.0,0,1
沪江英语,other.button_icon.cannot_or_fail,1,1,1.0,1,1.0,62.0,0,1
沪江英语,other.image_banner.wrong_value,1,1,1.0,1,1.0,48.0,0,1
沪江英语,other.page_view.cannot_or_fail,1,1,1.0,1,1.0,68.0,0,1
沪江英语,other.page_view.crash,1,1,1.0,1,1.0,22.0,0,1
沪江英语,other.page_view.freeze,1,1,1.0,1,1.0,68.0,0,1
沪江英语,other.page_view.layout_issue,1,1,1.0,1,1.0,42.0,0,1
沪江英语,playback.button_icon.other,1,1,1.0,1,1.0,68.0,0,1
沪江英语,playback.page_view.other,1,1,1.0,1,1.0,49.0,0,1
沪江英语,register.other.cannot_input,1,1,1.0,1,1.0,18.0,0,1
沪江英语,register.other.crash,1,1,1.0,1,1.0,35.0,0,1
沪江英语,register.other.no_prompt,1,1,1.0,1,1.0,22.0,0,1
沪江英语,search.page_view.other,1,1,1.0,1,1.0,50.0,0,1
途牛,comment.other.cannot_or_fail,1,1,1.0,1,1.0,27.0,0,1
途牛,groupchat.list_item.other,1,1,1.0,1,1.0,37.0,0,1
途牛,login.other.crash,1,1,1.0,1,1.0,23.0,0,1
途牛,login.other.display_missing,1,1,1.0,1,1.0,36.0,0,1
途牛,login.other.load_fail,1,1,1.0,1,1.0,42.0,0,1
途牛,login.other.permission,1,1,1.0,1,1.0,28.0,0,1
途牛,message_send.other.cannot_delete,1,1,1.0,1,1.0,34.0,0,1
途牛,notification.step.other,1,1,1.0,1,1.0,51.0,0,1
途牛,other.button_icon.permission,1,1,1.0,1,1.0,19.0,0,1
途牛,other.chat.crash,1,1,1.0,1,1.0,25.0,0,1
途牛,other.image_banner.display_missing,1,1,1.0,1,1.0,26.0,0,1
途牛,other.input_box.cannot_delete,1,1,1.0,1,1.0,34.0,0,1
途牛,other.input_box.layout_issue,1,1,1.0,1,1.0,59.0,0,1
途牛,other.input_box.wrong_value,1,1,1.0,1,1.0,39.0,0,1
途牛,other.page_view.display_missing,1,1,1.0,1,1.0,31.0,0,1
途牛,other.step.crash,1,1,1.0,1,1.0,62.0,0,1
途牛,other.step.load_fail,1,1,1.0,1,1.0,48.0,0,1
途牛,other.step.wrong_value,1,1,1.0,1,1.0,32.0,0,1
途牛,playback.input_box.other,1,1,1.0,1,1.0,20.0,0,1
途牛,register.button_icon.other,1,1,1.0,1,1.0,68.0,0,1
途牛,register.list_item.other,1,1,1.0,1,1.0,34.0,0,1
途牛,register.other.load_fail,1,1,1.0,1,1.0,32.0,0,1
途牛,register.other.no_prompt,1,1,1.0,1,1.0,25.0,0,1
途牛,register.share_panel.other,1,1,1.0,1,1.0,28.0,0,1
途牛,search.commerce.other,1,1,1.0,1,1.0,25.0,0,1
途牛,search.other.freeze,1,1,1.0,1,1.0,30.0,0,1
途牛,search.other.wrong_value,1,1,1.0,1,1.0,41.0,0,1
途牛,settings.button_icon.other,1,1,1.0,1,1.0,46.0,0,1
途牛,settings.slider.other,1,1,1.0,1,1.0,62.0,0,1
途牛,share.button_icon.other,1,1,1.0,1,1.0,39.0,0,1
途牛,share.chat.other,1,1,1.0,1,1.0,29.0,0,1
途牛,share.image_banner.other,1,1,1.0,1,1.0,67.0,0,1
途牛,share.list_item.other,1,1,1.0,1,1.0,25.0,0,1
途牛,shopping.page_view.other,1,1,1.0,1,1.0,25.0,0,1
途牛,sort.chat.other,1,1,1.0,1,1.0,38.0,0,1
雅思听力,course.list_item.other,1,1,1.0,1,1.0,31.0,0,1
雅思听力,notification.other.cannot_or_fail,1,1,1.0,1,1.0,36.0,0,1
雅思听力,other.page_view.crash,1,1,1.0,1,1.0,50.0,0,1
雅思听力,other.page_view.load_fail,1,1,1.0,1,1.0,22.0,0,1
雅思听力,other.step.wrong_value,1,1,1.0,1,1.0,48.0,0,1
雅思听力,playback.step.other,1,1,1.0,1,1.0,28.0,0,1
雅思听力,register.other.load_fail,1,1,1.0,1,1.0,23.0,0,1
雅思听力,search.page_view.other,1,1,1.0,1,1.0,38.0,0,1
雅思听力,settings.slider.other,1,1,1.0,1,1.0,34.0,0,1
雅思听力,share.page_view.other,1,1,1.0,1,1.0,21.0,0,1
雅思听力,share.share_panel.other,1,1,1.0,1,1.0,36.0,0,1
Slife,gps_track.gps.wrong_value,1,1,1.0,0,1.0,36.0,0,1
Slife,gps_track.page_view.crash,1,1,1.0,0,1.0,27.0,0,1
Slife,login.button_icon.crash,1,1,1.0,0,1.0,68.0,0,1
Slife,login.chat.cannot_or_fail,1,1,1.0,0,1.0,49.0,0,1
Slife,login.list_item.cannot_or_fail,1,1,1.0,0,1.0,28.0,0,1
Slife,login.list_item.wrong_value,1,1,1.0,0,1.0,68.0,0,1
Slife,login.page_view.layout_issue,1,1,1.0,0,1.0,68.0,0,1
Slife,login.share_panel.cannot_share,1,1,1.0,0,1.0,34.0,0,1
Slife,login.share_panel.wrong_value,1,1,1.0,0,1.0,39.0,0,1
Slife,login.step.cannot_or_fail,1,1,1.0,0,1.0,34.0,0,1
Slife,login.step.wrong_value,1,1,1.0,0,1.0,67.0,0,1
Slife,message_send.chat.cannot_or_fail,1,1,1.0,0,1.0,25.0,0,1
Slife,message_send.image_banner.cannot_send,1,1,1.0,0,1.0,17.0,0,1
Slife,register.button_icon.layout_issue,1,1,1.0,0,1.0,55.0,0,1
Slife,register.input_box.no_prompt,1,1,1.0,0,1.0,37.0,0,1
Slife,register.share_panel.cannot_or_fail,1,1,1.0,0,1.0,63.0,0,1
Slife,run_walk.button_icon.cannot_or_fail,1,1,1.0,0,1.0,68.0,0,1
Slife,run_walk.list_item.cannot_or_fail,1,1,1.0,0,1.0,48.0,0,1
Slife,run_walk.list_item.wrong_value,1,1,1.0,0,1.0,68.0,0,1
Slife,run_walk.page_view.display_missing,1,1,1.0,0,1.0,60.0,0,1
Slife,run_walk.page_view.no_prompt,1,1,1.0,0,1.0,26.0,0,1
Slife,run_walk.slider.cannot_or_fail,1,1,1.0,0,1.0,68.0,0,1
Slife,search.button_icon.wrong_value,1,1,1.0,0,1.0,68.0,0,1
Slife,search.page_view.cannot_or_fail,1,1,1.0,0,1.0,39.0,0,1
Slife,settings.page_view.permission,1,1,1.0,0,1.0,18.0,0,1
Slife,settings.slider.cannot_or_fail,1,1,1.0,0,1.0,28.0,0,1
Slife,share.button_icon.cannot_or_fail,1,1,1.0,0,1.0,50.0,0,1
Slife,share.button_icon.wrong_value,1,1,1.0,0,1.0,68.0,0,1
Slife,share.chat.cannot_share,1,1,1.0,0,1.0,53.0,0,1
Slife,share.chat.load_fail,1,1,1.0,0,1.0,32.0,0,1
Slife,share.chat.no_prompt,1,1,1.0,0,1.0,47.0,0,1
Slife,share.image_banner.cannot_or_fail,1,1,1.0,0,1.0,47.0,0,1
Slife,share.list_item.wrong_value,1,1,1.0,0,1.0,68.0,0,1
Slife,share.page_view.load_fail,1,1,1.0,0,1.0,68.0,0,1
Slife,share.share_panel.freeze,1,1,1.0,0,1.0,33.0,0,1
Slife,step_count.gps.cannot_or_fail,1,1,1.0,0,1.0,32.0,0,1
Slife,step_count.list_item.freeze,1,1,1.0,0,1.0,26.0,0,1
Slife,step_count.page_view.freeze,1,1,1.0,0,1.0,68.0,0,1
Slife,step_count.page_view.layout_issue,1,1,1.0,0,1.0,68.0,0,1
Slife,step_count.page_view.permission,1,1,1.0,0,1.0,68.0,0,1
Slife,step_count.step.no_prompt,1,1,1.0,0,1.0,45.0,0,1
Slife,step_count.step.permission,1,1,1.0,0,1.0,68.0,0,1
jayme,comment.button_icon.cannot_or_fail,1,1,1.0,0,1.0,53.0,0,1
jayme,groupchat.button_icon.cannot_or_fail,1,1,1.0,0,1.0,68.0,0,1
jayme,groupchat.button_icon.layout_issue,1,1,1.0,0,1.0,68.0,0,1
jayme,groupchat.chat.cannot_input,1,1,1.0,0,1.0,54.0,0,1
jayme,groupchat.chat.freeze,1,1,1.0,0,1.0,20.0,0,1
jayme,groupchat.chat.wrong_value,1,1,1.0,0,1.0,68.0,0,1
jayme,groupchat.page_view.crash,1,1,1.0,0,1.0,40.0,0,1
jayme,groupchat.page_view.freeze,1,1,1.0,0,1.0,41.0,0,1
jayme,login.page_view.crash,1,1,1.0,0,1.0,35.0,0,1
jayme,message_send.audio.cannot_or_fail,1,1,1.0,0,1.0,32.0,0,1
jayme,message_send.button_icon.cannot_or_fail,1,1,1.0,0,1.0,35.0,0,1
jayme,message_send.button_icon.no_prompt,1,1,1.0,0,1.0,68.0,0,1
jayme,message_send.chat.load_fail,1,1,1.0,0,1.0,48.0,0,1
jayme,message_send.image_banner.load_fail,1,1,1.0,0,1.0,57.0,0,1
jayme,message_send.page_view.cannot_send,1,1,1.0,0,1.0,68.0,0,1
jayme,playback.audio.load_fail,1,1,1.0,0,1.0,28.0,0,1
jayme,register.input_box.only_number,1,1,1.0,0,1.0,68.0,0,1
jayme,register.list_item.cannot_or_fail,1,1,1.0,0,1.0,68.0,0,1
jayme,register.share_panel.cannot_input,1,1,1.0,0,1.0,33.0,0,1
jayme,search.chat.cannot_input,1,1,1.0,0,1.0,64.0,0,1
jayme,search.chat.no_prompt,1,1,1.0,0,1.0,37.0,0,1
jayme,search.input_box.no_prompt,1,1,1.0,0,1.0,52.0,0,1
jayme,search.page_view.cannot_input,1,1,1.0,0,1.0,54.0,0,1
jayme,search.page_view.freeze,1,1,1.0,0,1.0,68.0,0,1
jayme,search.page_view.load_fail,1,1,1.0,0,1.0,68.0,0,1
jayme,search.step.freeze,1,1,1.0,0,1.0,43.0,0,1
jayme,settings.page_view.no_prompt,1,1,1.0,0,1.0,47.0,0,1
jayme,share.button_icon.wrong_value,1,1,1.0,0,1.0,49.0,0,1
jayme,share.chat.cannot_or_fail,1,1,1.0,0,1.0,68.0,0,1
jayme,share.chat.crash,1,1,1.0,0,1.0,60.0,0,1
jayme,share.share_panel.cannot_share,1,1,1.0,0,1.0,70.0,0,1
华为运动,gps_track.gps.cannot_or_fail,1,1,1.0,0,1.0,29.0,0,1
华为运动,gps_track.page_view.cannot_or_fail,1,1,1.0,0,1.0,68.0,0,1
华为运动,groupchat.page_view.wrong_value,1,1,1.0,0,1.0,21.0,0,1
华为运动,login.page_view.wrong_value,1,1,1.0,0,1.0,68.0,0,1
华为运动,message_send.button_icon.cannot_or_fail,1,1,1.0,0,1.0,61.0,0,1
华为运动,message_send.chat.no_prompt,1,1,1.0,0,1.0,41.0,0,1
华为运动,message_send.input_box.cannot_or_fail,1,1,1.0,0,1.0,65.0,0,1
华为运动,message_send.page_view.cannot_or_fail,1,1,1.0,0,1.0,68.0,0,1
华为运动,register.page_view.cannot_or_fail,1,1,1.0,0,1.0,62.0,0,1
华为运动,register.page_view.crash,1,1,1.0,0,1.0,42.0,0,1
华为运动,register.page_view.wrong_value,1,1,1.0,0,1.0,53.0,0,1
华为运动,run_walk.chat.cannot_or_fail,1,1,1.0,0,1.0,22.0,0,1
华为运动,search.chat.cannot_or_fail,1,1,1.0,0,1.0,47.0,0,1
华为运动,settings.button_icon.cannot_or_fail,1,1,1.0,0,1.0,53.0,0,1
华为运动,settings.page_view.layout_issue,1,1,1.0,0,1.0,64.0,0,1
华为运动,settings.page_view.no_prompt,1,1,1.0,0,1.0,59.0,0,1
华为运动,share.page_view.cannot_or_fail,1,1,1.0,0,1.0,68.0,0,1
华为运动,share.share_panel.wrong_value,1,1,1.0,0,1.0,42.0,0,1
华为运动,step_count.list_item.cannot_or_fail,1,1,1.0,0,1.0,68.0,0,1
华为运动,step_count.list_item.no_prompt,1,1,1.0,0,1.0,34.0,0,1
华为运动,step_count.list_item.wrong_value,1,1,1.0,0,1.0,40.0,0,1
华为运动,step_count.page_view.cannot_or_fail,1,1,1.0,0,1.0,19.0,0,1
沪江英语,comment.list_item.cannot_delete,1,1,1.0,0,1.0,41.0,0,1
沪江英语,course.input_box.cannot_or_fail,1,1,1.0,0,1.0,57.0,0,1
沪江英语,course.list_item.freeze,1,1,1.0,0,1.0,68.0,0,1
沪江英语,course.list_item.load_fail,1,1,1.0,0,1.0,17.0,0,1
沪江英语,course.list_item.wrong_value,1,1,1.0,0,1.0,68.0,0,1
沪江英语,course.page_view.display_missing,1,1,1.0,0,1.0,68.0,0,1
沪江英语,course.page_view.layout_issue,1,1,1.0,0,1.0,68.0,0,1
沪江英语,login.button_icon.crash,1,1,1.0,0,1.0,21.0,0,1
沪江英语,login.input_box.layout_issue,1,1,1.0,0,1.0,68.0,0,1
沪江英语,login.page_view.no_prompt,1,1,1.0,0,1.0,30.0,0,1
沪江英语,login.share_panel.cannot_or_fail,1,1,1.0,0,1.0,20.0,0,1
沪江英语,message_send.button_icon.wrong_value,1,1,1.0,0,1.0,42.0,0,1
沪江英语,playback.audio.wrong_value,1,1,1.0,0,1.0,68.0,0,1
沪江英语,playback.list_item.load_fail,1,1,1.0,0,1.0,65.0,0,1
沪江英语,playback.list_item.wrong_value,1,1,1.0,0,1.0,59.0,0,1
沪江英语,register.button_icon.cannot_or_fail,1,1,1.0,0,1.0,66.0,0,1
沪江英语,register.button_icon.crash,1,1,1.0,0,1.0,54.0,0,1
沪江英语,register.input_box.wrong_value,1,1,1.0,0,1.0,68.0,0,1
沪江英语,register.page_view.layout_issue,1,1,1.0,0,1.0,57.0,0,1
沪江英语,register.page_view.permission,1,1,1.0,0,1.0,25.0,0,1
沪江英语,register.share_panel.permission,1,1,1.0,0,1.0,55.0,0,1
沪江英语,settings.page_view.cannot_or_fail,1,1,1.0,0,1.0,31.0,0,1
沪江英语,settings.page_view.crash,1,1,1.0,0,1.0,28.0,0,1
沪江英语,settings.page_view.wrong_value,1,1,1.0,0,1.0,62.0,0,1
沪江英语,share.button_icon.crash,1,1,1.0,0,1.0,41.0,0,1
沪江英语,share.page_view.cannot_share,1,1,1.0,0,1.0,68.0,0,1
沪江英语,sort.step.cannot_or_fail,1,1,1.0,0,1.0,47.0,0,1
沪江英语,sort.step.display_missing,1,1,1.0,0,1.0,68.0,0,1
途牛,comment.page_view.crash,1,1,1.0,0,1.0,29.0,0,1
途牛,gps_track.gps.wrong_value,1,1,1.0,0,1.0,18.0,0,1
途牛,gps_track.page_view.load_fail,1,1,1.0,0,1.0,60.0,0,1
途牛,gps_track.page_view.permission,1,1,1.0,0,1.0,53.0,0,1
途牛,groupchat.chat.wrong_value,1,1,1.0,0,1.0,51.0,0,1
途牛,groupchat.list_item.cannot_or_fail,1,1,1.0,0,1.0,68.0,0,1
途牛,groupchat.page_view.cannot_or_fail,1,1,1.0,0,1.0,40.0,0,1
途牛,login.button_icon.load_fail,1,1,1.0,0,1.0,54.0,0,1
途牛,login.chat.no_prompt,1,1,1.0,0,1.0,68.0,0,1
途牛,login.image_banner.cannot_or_fail,1,1,1.0,0,1.0,22.0,0,1
途牛,login.page_view.cannot_or_fail,1,1,1.0,0,1.0,35.0,0,1
途牛,login.page_view.crash,1,1,1.0,0,1.0,68.0,0,1
途牛,login.page_view.freeze,1,1,1.0,0,1.0,18.0,0,1
途牛,login.page_view.load_fail,1,1,1.0,0,1.0,19.0,0,1
途牛,login.page_view.permission,1,1,1.0,0,1.0,23.0,0,1
途牛,login.share_panel.freeze,1,1,1.0,0,1.0,20.0,0,1
途牛,login.share_panel.wrong_value,1,1,1.0,0,1.0,37.0,0,1
途牛,login.step.cannot_or_fail,1,1,1.0,0,1.0,24.0,0,1
途牛,login.step.load_fail,1,1,1.0,0,1.0,37.0,0,1
途牛,message_send.audio.cannot_send,1,1,1.0,0,1.0,35.0,0,1
途牛,message_send.audio.layout_issue,1,1,1.0,0,1.0,18.0,0,1
途牛,message_send.button_icon.display_missing,1,1,1.0,0,1.0,19.0,0,1
途牛,message_send.chat.load_fail,1,1,1.0,0,1.0,48.0,0,1
途牛,message_send.gps.cannot_or_fail,1,1,1.0,0,1.0,21.0,0,1
途牛,message_send.gps.cannot_send,1,1,1.0,0,1.0,39.0,0,1
途牛,message_send.image_banner.display_missing,1,1,1.0,0,1.0,31.0,0,1
途牛,message_send.input_box.cannot_send,1,1,1.0,0,1.0,29.0,0,1
途牛,message_send.input_box.layout_issue,1,1,1.0,0,1.0,29.0,0,1
途牛,message_send.list_item.display_missing,1,1,1.0,0,1.0,27.0,0,1
途牛,message_send.list_item.layout_issue,1,1,1.0,0,1.0,27.0,0,1
途牛,message_send.page_view.cannot_delete,1,1,1.0,0,1.0,20.0,0,1
途牛,message_send.page_view.layout_issue,1,1,1.0,0,1.0,25.0,0,1
途牛,message_send.slider.cannot_or_fail,1,1,1.0,0,1.0,22.0,0,1
途牛,message_send.step.cannot_or_fail,1,1,1.0,0,1.0,64.0,0,1
途牛,message_send.step.no_prompt,1,1,1.0,0,1.0,33.0,0,1
途牛,notification.image_banner.cannot_or_fail,1,1,1.0,0,1.0,36.0,0,1
途牛,notification.page_view.layout_issue,1,1,1.0,0,1.0,68.0,0,1
途牛,playback.chat.cannot_or_fail,1,1,1.0,0,1.0,21.0,0,1
途牛,playback.list_item.cannot_or_fail,1,1,1.0,0,1.0,42.0,0,1
途牛,playback.page_view.cannot_or_fail,1,1,1.0,0,1.0,33.0,0,1
途牛,playback.page_view.crash,1,1,1.0,0,1.0,35.0,0,1
途牛,playback.page_view.freeze,1,1,1.0,0,1.0,68.0,0,1
途牛,playback.page_view.permission,1,1,1.0,0,1.0,68.0,0,1
途牛,playback.step.freeze,1,1,1.0,0,1.0,43.0,0,1
途牛,private_chat.button_icon.cannot_input,1,1,1.0,0,1.0,68.0,0,1
途牛,private_chat.chat.display_missing,1,1,1.0,0,1.0,21.0,0,1
途牛,private_chat.chat.load_fail,1,1,1.0,0,1.0,68.0,0,1
途牛,private_chat.chat.permission,1,1,1.0,0,1.0,34.0,0,1
途牛,private_chat.image_banner.load_fail,1,1,1.0,0,1.0,68.0,0,1
途牛,private_chat.input_box.cannot_input,1,1,1.0,0,1.0,17.0,0,1
途牛,private_chat.input_box.freeze,1,1,1.0,0,1.0,20.0,0,1
途牛,private_chat.input_box.layout_issue,1,1,1.0,0,1.0,24.0,0,1
途牛,private_chat.input_box.wrong_value,1,1,1.0,0,1.0,68.0,0,1
途牛,private_chat.list_item.cannot_send,1,1,1.0,0,1.0,68.0,0,1
途牛,private_chat.page_view.cannot_delete,1,1,1.0,0,1.0,34.0,0,1
途牛,private_chat.page_view.cannot_input,1,1,1.0,0,1.0,34.0,0,1
途牛,private_chat.page_view.layout_issue,1,1,1.0,0,1.0,42.0,0,1
途牛,private_chat.page_view.no_prompt,1,1,1.0,0,1.0,36.0,0,1
途牛,private_chat.page_view.permission,1,1,1.0,0,1.0,68.0,0,1
途牛,register.button_icon.cannot_or_fail,1,1,1.0,0,1.0,68.0,0,1
途牛,register.button_icon.no_prompt,1,1,1.0,0,1.0,68.0,0,1
途牛,register.chat.cannot_or_fail,1,1,1.0,0,1.0,48.0,0,1
途牛,register.chat.wrong_value,1,1,1.0,0,1.0,68.0,0,1
途牛,register.list_item.wrong_value,1,1,1.0,0,1.0,59.0,0,1
途牛,register.page_view.load_fail,1,1,1.0,0,1.0,50.0,0,1
途牛,register.page_view.permission,1,1,1.0,0,1.0,43.0,0,1
